text_content,extracted_keywords,true_category,true_severity
Ahhh! Caller reports a heat emergency at City Center. There is broken glass. A construction worker is waiting.,city center; broken glass; construction worker,MEDICAL,2
Please hurry! Caller reports a factory fire at Bus Terminal. There is live electrical wires.,live electrical wires; bus terminal; factory fire,FIRE,2
Ahhh! Caller reports a vehicle collision at Factory Road. There is broken glass. Traffic is building up.,broken glass; vehicle collision; factory road,CRASH,1
911? I am near Airport Junction and there has been a dam overflow. The road is affected and I can see live electrical wires.,live electrical wires; airport junction; dam overflow,FLOOD,1
Please hurry! A construction worker says there is a severe rainfall near City Center. They noticed smoke. Send someone now!,city center; construction worker; severe rainfall,CYCLONE,1
There's... Please send help to Main Highway. We have a truck accident involving a motorcycle. People are moving away. Please hurry!,main highway; truck accident; motorcycle,CRASH,2
"It's, um, Caller reports a forest fire at Coastal Road. There is oil spill.",oil spill; coastal road; forest fire,FIRE,3
"I... I don't know, There has been a medical emergency near South Flyover. I can see a SUV involved and an unconscious person. The weather is continuous rainfall.",an unconscious person; continuous rainfall; south flyover,MEDICAL,5
A pedestrian says there is a fuel leak near City Hospital. They noticed fire. The incident happened late last night.,city hospital; fuel leak; pedestrian,HAZMAT,3
"It's, um, Help! Heavy wet roads is making the situation worse near Temple Road. There is a electrical accident. The weather is wet roads. Traffic is building up. Send someone now!",electrical accident; temple road; wet roads,FIRE,2
"I... I don't know, Help! The caller says there is a forest fire at City Center. Traffic is building up. Traffic is building up. Send someone now!",city center; forest fire; dont,FIRE,3
"It's, um, Ahhh! Heavy dense fog is making the situation worse near Tunnel Entrance. There is a industrial accident. A passenger is waiting.",dense fog; industrial accident; tunnel entrance,MEDICAL,1
"I... I don't know, The caller says there is a earthquake damage at Airport Road. Traffic is building up.",airport road; earthquake damage; dont,RESCUE,4
911? Caller reports a road blockage at Highway Toll Plaza. There is smoke.,highway toll plaza; road blockage; smoke,RESCUE,1
I am near Underpass and there has been a bridge damage. The road is affected and I can see live electrical wires.,live electrical wires; bridge damage; underpass,RESCUE,2
"Wait, yes, I think there has been a storm damage near Western Expressway. an injured child.",an injured child; storm damage; western expressway,CYCLONE,2
Help! The caller says there is a boat accident at Station Road. Visibility is poor. People are moving away. Send someone now!,boat accident; station road; help,CRASH,1
"I... I don't know, We have a forest fire near Industrial Area. It happened late last night. The weather is poor visibility.",industrial area; poor visibility; forest fire,FIRE,3
"I... I don't know, Help! Heavy continuous rainfall is making the situation worse near Central Flyover. There is a fallen tree.",fallen tree; central flyover; continuous rainfall,RESCUE,2
There's... Ahhh! There has been a boat accident near Railway Yard. I can see a tanker involved and a seriously injured driver. Traffic is building up.,a seriously injured driver; boat accident; railway yard,CRASH,2
There's... Help! Please send help to Industrial Area. We have a evacuation involving a bus. Please hurry!,industrial area; bus; evacuation,RESCUE,2
I think there has been a bridge damage near Bus Terminal. an unconscious person. Traffic is building up. What do I do?!,an unconscious person; bus terminal; bridge damage,RESCUE,4
"It's, um, Ahhh! Reports are coming in from Shopping District about a forest fire. There is chemical fumes. A driver is waiting. People are moving away.",chemical fumes; shopping district; forest fire,FIRE,3
There has been a severe rainfall near Railway Station. I can see a car involved and one injured person.,one injured person; severe rainfall; railway station,CYCLONE,2
I am near Industrial Area and there has been a electrical accident. The road is affected and I can see live electrical wires. What do I do?!,live electrical wires; industrial area; electrical accident,FIRE,2
Please hurry! Please send help to Old Railway Crossing. We have a warehouse fire involving a tanker. A security guard is waiting. The incident happened before sunrise.,old railway crossing; security guard; warehouse fire,FIRE,3
Please hurry! Caller reports a train derailment at Shopping District. There is debris. Please hurry!,shopping district; train derailment; debris,CRASH,5
"Wait, yes, Please hurry! Caller reports a forest fire at Airport Junction. There is smoke.",airport junction; forest fire; smoke,FIRE,3
Caller reports a bridge damage at Dam Road. There is fire. Visibility is poor.,bridge damage; dam road; fire,RESCUE,3
"It's, um, We have a factory fire near Commercial Street. It happened around midnight. The incident happened around midnight. People are moving away.",commercial street; factory fire; happened,FIRE,3
We have a vehicle collision near Coastal Road. It happened about ten minutes ago. The weather is wet roads. Visibility is poor.,vehicle collision; wet roads; coastal road,CRASH,2
911? A resident says there is a factory fire near College Road. They noticed diesel leak. People are moving away. The incident happened this afternoon.,diesel leak; college road; factory fire,FIRE,2
Ahhh! Reports are coming in from Central Flyover about a evacuation. There is fallen tree. Traffic is building up. Please hurry!,fallen tree; central flyover; evacuation,RESCUE,2
There's... Oh my god! Caller reports a warehouse fire at Dam Road. There is diesel leak. People are moving away. The weather is extreme heat.,extreme heat; diesel leak; warehouse fire,FIRE,3
Ahhh! I am near Dam Road and there has been a forest fire. The road is affected and I can see diesel leak. The incident happened this afternoon. Please hurry!,diesel leak; forest fire; dam road,FIRE,3
Help! Reports are coming in from Market Road about a gas leak. There is unstable structure. People are moving away. What do I do?!,unstable structure; gas leak; market road,HAZMAT,3
There has been a severe rainfall near Warehouse District. I can see a ambulance involved and people with minor injuries. A driver is waiting. A driver is waiting. Please hurry!,people with minor injuries; severe rainfall; warehouse district,CYCLONE,2
There's... There has been a earthquake damage near Western Expressway. I can see a SUV involved and people with minor injuries. Traffic is building up. The weather is wet roads. What do I do?!,people with minor injuries; earthquake damage; wet roads,RESCUE,4
The caller says there is a railway accident at Western Expressway. Send someone now!,railway accident; western expressway; caller,CRASH,1
Caller reports a medical emergency at Port Entrance. There is fuel leak.,port entrance; fuel leak; medical emergency,MEDICAL,3
"It's, um, I am near Factory Road and there has been a car rollover. The road is affected and I can see fallen tree. People are moving away. Visibility is poor. Please hurry!",fallen tree; factory road; car rollover,CRASH,2
Caller reports a car rollover at Shopping District. There is blocked road. A passenger is waiting.,blocked road; shopping district; car rollover,CRASH,2
Ahhh! The caller says there is a building collapse at City Center. A passenger is waiting. Visibility is poor. What do I do?!,city center; building collapse; passenger,RESCUE,4
"Wait, yes, There has been a building collapse near Airport Road. I can see a car involved and a seriously injured driver. What do I do?!",a seriously injured driver; airport road; building collapse,RESCUE,4
